product_name,product_image_urls,sales_price,retail_price,product_url,brand
Milly Modern Chain Necklace,https://images.urbndata.com/is/image/UrbanOutfitters/81665887_007_b?$medium$&qlt=80&fit=constrain,14.99,25.00,https://www.urbanoutfitters.com/shop/milly-modern-chain-necklace?category=womens-clothing-sale&color=007,Urban Outfitters
Urban Renewal Remade Sweatshirt Shrug,https://images.urbndata.com/is/image/UrbanOutfitters/81724718_004_b?$medium$&qlt=80&fit=constrain,29.99,59.00,https://www.urbanoutfitters.com/shop/urban-renewal-remade-sweatshirt-shrug?category=womens-clothing-sale&color=004,Urban Outfitters
Xena Rectangle Claw Clip,https://images.urbndata.com/is/image/UrbanOutfitters/81117525_066_b?$medium$&qlt=80&fit=constrain,4.99,12.00,https://www.urbanoutfitters.com/shop/xena-rectangle-claw-clip?category=womens-clothing-sale&color=066,Urban Outfitters
UO Harmony Maze Oversized Long Sleeve Tee,https://images.urbndata.com/is/image/UrbanOutfitters/80937857_004_b?$medium$&qlt=80&fit=constrain,24.99,45.00,https://www.urbanoutfitters.com/shop/uo-harmony-maze-oversized-long-sleeve-tee?category=womens-clothing-sale&color=004,Urban Outfitters
Lucky Icon Charm Necklace,https://images.urbndata.com/is/image/UrbanOutfitters/79358685_008_b?$medium$&qlt=80&fit=constrain,9.99,17.00,https://www.urbanoutfitters.com/shop/lucky-icon-charm-necklace?category=womens-clothing-sale&color=008,Urban Outfitters
Flower Cuff Necklace,https://images.urbndata.com/is/image/UrbanOutfitters/81109845_007_b?$medium$&qlt=80&fit=constrain,14.99,25.00,https://www.urbanoutfitters.com/shop/flower-cuff-necklace?category=womens-clothing-sale&color=007,Urban Outfitters
Statement Beaded Necklace,https://images.urbndata.com/is/image/UrbanOutfitters/81109860_061_b?$medium$&qlt=80&fit=constrain,14.99,25.00,https://www.urbanoutfitters.com/shop/statement-beaded-necklace?category=womens-clothing-sale&color=061,Urban Outfitters
Cory XL Hoop Earring,https://images.urbndata.com/is/image/UrbanOutfitters/81296527_030_b?$medium$&qlt=80&fit=constrain,9.99,17.00,https://www.urbanoutfitters.com/shop/cory-xl-hoop-earring?category=womens-clothing-sale&color=030,Urban Outfitters
UO Orchid Floral Embroidered Capri Pant,https://images.urbndata.com/is/image/UrbanOutfitters/81755712_060_b?$medium$&qlt=80&fit=constrain,69.99,99.00,https://www.urbanoutfitters.com/shop/uo-orchid-floral-embroidered-capri-pant?category=womens-clothing-sale&color=060,Urban Outfitters
Out From Under After Dark Seamless Bralette,https://images.urbndata.com/is/image/UrbanOutfitters/79977906_001_b?$medium$&qlt=80&fit=constrain,14.99,25.00,https://www.urbanoutfitters.com/shop/out-from-under-after-dark-seamless-bralette?category=womens-clothing-sale&color=001,Urban Outfitters
UO Amsterdam Culotte Pant,https://images.urbndata.com/is/image/UrbanOutfitters/81755548_023_b?$medium$&qlt=80&fit=constrain,44.99,59.00,https://www.urbanoutfitters.com/shop/uo-amsterdam-culotte-pant?category=womens-clothing-sale&color=023,Urban Outfitters
BDG Rhinestone Mini Tote Bag,https://images.urbndata.com/is/image/UrbanOutfitters/79477378_007_b?$medium$&qlt=80&fit=constrain,44.99,59.00,https://www.urbanoutfitters.com/shop/bdg-rhinestone-mini-tote-bag?category=womens-clothing-sale&color=007,Urban Outfitters
Natalia Metal Cat-Eye Sunglasses,https://images.urbndata.com/is/image/UrbanOutfitters/80138316_002_b?$medium$&qlt=80&fit=constrain,9.99,19.00,https://www.urbanoutfitters.com/shop/natalia-metal-cat-eye-sunglasses?category=womens-clothing-sale&color=002,Urban Outfitters
Rhinestone Statement Ring,https://images.urbndata.com/is/image/UrbanOutfitters/81939100_040_b?$medium$&qlt=80&fit=constrain,4.99,10.00,https://www.urbanoutfitters.com/shop/rhinestone-statement-ring?category=womens-clothing-sale&color=040,Urban Outfitters
Remi Glittery Heart Choker Necklace,https://images.urbndata.com/is/image/UrbanOutfitters/81297871_066_b?$medium$&qlt=80&fit=constrain,14.99,25.00,https://www.urbanoutfitters.com/shop/remi-glittery-heart-choker-necklace?category=womens-clothing-sale&color=066,Urban Outfitters
Out From Under Rowan Seamless Asymmetrical Bra Top,https://images.urbndata.com/is/image/UrbanOutfitters/79977872_001_b?$medium$&qlt=80&fit=constrain,19.99,35.00,https://www.urbanoutfitters.com/shop/out-from-under-rowan-seamless-asymmetrical-bra-top?category=womens-clothing-sale&color=001,Urban Outfitters
Betty Floral Corded Necklace,https://images.urbndata.com/is/image/UrbanOutfitters/81297848_000_b?$medium$&qlt=80&fit=constrain,14.99,20.00,https://www.urbanoutfitters.com/shop/betty-floral-corded-necklace?category=womens-clothing-sale&color=000,Urban Outfitters
LeSportsac Small Convertible Hobo Bag,https://images.urbndata.com/is/image/UrbanOutfitters/69571248_001_b?$medium$&qlt=80&fit=constrain,89.99,120.00,https://www.urbanoutfitters.com/shop/lesportsac-small-convertible-hobo-bag?category=womens-clothing-sale&color=001,Urban Outfitters
Megan Enamel Hoop Earring,https://images.urbndata.com/is/image/UrbanOutfitters/81161176_034_b?$medium$&qlt=80&fit=constrain,9.99,20.00,https://www.urbanoutfitters.com/shop/megan-enamel-hoop-earring?category=womens-clothing-sale&color=034,Urban Outfitters
Statement Iridescent Ring,https://images.urbndata.com/is/image/UrbanOutfitters/81982712_038_b?$medium$&qlt=80&fit=constrain,4.99,10.00,https://www.urbanoutfitters.com/shop/statement-iridescent-ring?category=womens-clothing-sale&color=038,Urban Outfitters
Lefrik Roots Tote Bag,https://images.urbndata.com/is/image/UrbanOutfitters/78184942_020_b?$medium$&qlt=80&fit=constrain,59.99,80.00,https://www.urbanoutfitters.com/shop/lefrik-roots-tote-bag2?category=womens-clothing-sale&color=020,Urban Outfitters
UO Sweet Escape Asymmetrical Chiffon Mini Dress,https://images.urbndata.com/is/image/UrbanOutfitters/69952380_040_b?$medium$&qlt=80&fit=constrain,39.99,69.00,https://www.urbanoutfitters.com/shop/uo-sweet-escape-asymmetrical-chiffon-mini-dress?category=womens-clothing-sale&color=040,Urban Outfitters
Out From Under Riptide Seamless Bralette,https://images.urbndata.com/is/image/UrbanOutfitters/61472080_055_b?$medium$&qlt=80&fit=constrain,9.99,20.00,https://www.urbanoutfitters.com/shop/out-from-under-riptide-seamless-bralette3?category=womens-clothing-sale&color=055,Urban Outfitters
Heart Charm Snap Clip Set,https://images.urbndata.com/is/image/UrbanOutfitters/81117582_070_b?$medium$&qlt=80&fit=constrain,4.99,10.00,https://www.urbanoutfitters.com/shop/heart-charm-snap-clip-set?category=womens-clothing-sale&color=070,Urban Outfitters
Statement Heart Ring,https://images.urbndata.com/is/image/UrbanOutfitters/81594038_040_b?$medium$&qlt=80&fit=constrain,9.99,15.00,https://www.urbanoutfitters.com/shop/statement-heart-ring?category=womens-clothing-sale&color=040,Urban Outfitters
Money Print Tight,https://images.urbndata.com/is/image/UrbanOutfitters/81659955_001_b?$medium$&qlt=80&fit=constrain,9.99,19.00,https://www.urbanoutfitters.com/shop/money-print-tight?category=womens-clothing-sale&color=001,Urban Outfitters
HVISK Jolly Embellished Pouch Bag,https://images.urbndata.com/is/image/UrbanOutfitters/78721453_001_b?$medium$&qlt=80&fit=constrain,69.99,99.00,https://www.urbanoutfitters.com/shop/hvisk-jolly-embellished-pouch-bag?category=womens-clothing-sale&color=001,Urban Outfitters
HVISK League Small Metallic Bag,https://images.urbndata.com/is/image/UrbanOutfitters/78721420_007_b?$medium$&qlt=80&fit=constrain,69.99,99.00,https://www.urbanoutfitters.com/shop/hvisk-league-small-metallic-bag?category=womens-clothing-sale&color=007,Urban Outfitters
UO Sweet Dreams Oversized Tee,https://images.urbndata.com/is/image/UrbanOutfitters/80049083_040_b?$medium$&qlt=80&fit=constrain,19.99,39.00,https://www.urbanoutfitters.com/shop/uo-sweet-dreams-oversized-tee?category=womens-clothing-sale&color=040,Urban Outfitters
Coney Island Picnic Positivity Reigns Canvas Tote Bag,https://images.urbndata.com/is/image/UrbanOutfitters/79211470_015_b?$medium$&qlt=80&fit=constrain,19.99,24.00,https://www.urbanoutfitters.com/shop/coney-island-picnic-positivity-reigns-canvas-tote-bag?category=womens-clothing-sale&color=015,Urban Outfitters
Cloud Claw Clip,https://images.urbndata.com/is/image/UrbanOutfitters/81117640_000_b?$medium$&qlt=80&fit=constrain,9.99,15.00,https://www.urbanoutfitters.com/shop/cloud-claw-clip?category=womens-clothing-sale&color=000,Urban Outfitters
UO Tallulah Puff Sleeve Mini Dress,https://images.urbndata.com/is/image/UrbanOutfitters/81000507_029_b?$medium$&qlt=80&fit=constrain,29.99,59.00,https://www.urbanoutfitters.com/shop/uo-tallulah-puff-sleeve-mini-dress?category=womens-clothing-sale&color=029,Urban Outfitters
Buffy Oversized Bug Sunglasses,https://images.urbndata.com/is/image/UrbanOutfitters/80174147_041_b?$medium$&qlt=80&fit=constrain,9.99,17.00,https://www.urbanoutfitters.com/shop/buffy-oversized-bug-sunglasses?category=womens-clothing-sale&color=041,Urban Outfitters
Daisy Street Alexis Gingham Mini Dress,https://images.urbndata.com/is/image/UrbanOutfitters/79255188_009_b?$medium$&qlt=80&fit=constrain,29.99,49.00,https://www.urbanoutfitters.com/shop/daisy-street-alexis-gingham-mini-dress?category=womens-clothing-sale&color=009,Urban Outfitters
LeSportsac Mini North/South Tote Bag,https://images.urbndata.com/is/image/UrbanOutfitters/69571222_011_b?$medium$&qlt=80&fit=constrain,49.99,70.00,https://www.urbanoutfitters.com/shop/lesportsac-mini-north-south-tote-bag?category=womens-clothing-sale&color=011,Urban Outfitters
Out From Under Cassidy Seamless Cutout Mini Dress,https://images.urbndata.com/is/image/UrbanOutfitters/80407612_065_b?$medium$&qlt=80&fit=constrain,14.95,59.00,https://www.urbanoutfitters.com/shop/out-from-under-cassidy-seamless-cutout-mini-dress?category=womens-clothing-sale&color=065,Urban Outfitters
LeSportsac Everyday Zip Tote Bag,https://images.urbndata.com/is/image/UrbanOutfitters/69571123_037_b?$medium$&qlt=80&fit=constrain,74.99,100.00,https://www.urbanoutfitters.com/shop/lesportsac-everyday-zip-tote-bag?category=womens-clothing-sale&color=037,Urban Outfitters
Dhalia Oversized Round Sunglasses,https://images.urbndata.com/is/image/UrbanOutfitters/69734598_223_b?$medium$&qlt=80&fit=constrain,9.99,19.00,https://www.urbanoutfitters.com/shop/dhalia-oversized-round-sunglasses?category=womens-clothing-sale&color=223,Urban Outfitters
Statement Translucent Spiked Ring,https://images.urbndata.com/is/image/UrbanOutfitters/81940728_046_b?$medium$&qlt=80&fit=constrain,4.99,10.00,https://www.urbanoutfitters.com/shop/statement-translucent-spiked-ring?category=womens-clothing-sale&color=046,Urban Outfitters
LeSportsac Mini Phone Crossbody Bag,https://images.urbndata.com/is/image/UrbanOutfitters/69571180_001_b?$medium$&qlt=80&fit=constrain,34.99,45.00,https://www.urbanoutfitters.com/shop/lesportsac-mini-phone-crossbody-bag?category=womens-clothing-sale&color=001,Urban Outfitters
Cassidy Wavy Hoop Earring,https://images.urbndata.com/is/image/UrbanOutfitters/81297475_007_b?$medium$&qlt=80&fit=constrain,14.99,25.00,https://www.urbanoutfitters.com/shop/cassidy-wavy-hoop-earring?category=womens-clothing-sale&color=007,Urban Outfitters
Robin Statement Chain Necklace,https://images.urbndata.com/is/image/UrbanOutfitters/81297830_070_b?$medium$&qlt=80&fit=constrain,19.99,30.00,https://www.urbanoutfitters.com/shop/robin-statement-chain-necklace?category=womens-clothing-sale&color=070,Urban Outfitters
Coney Island Picnic Dead Jazz Canvas Tote Bag,https://images.urbndata.com/is/image/UrbanOutfitters/79211462_001_b?$medium$&qlt=80&fit=constrain,19.99,24.00,https://www.urbanoutfitters.com/shop/coney-island-picnic-dead-jazz-canvas-tote-bag?category=womens-clothing-sale&color=001,Urban Outfitters
New Era NFL Pom Beanie,https://images.urbndata.com/is/image/UrbanOutfitters/68334457_060_b?$medium$&qlt=80&fit=constrain,19.99,32.00,https://www.urbanoutfitters.com/shop/new-era-nfl-pom-beanie?category=womens-clothing-sale&color=060,Urban Outfitters
LeSportsac Drawstring Bucket Bag,https://images.urbndata.com/is/image/UrbanOutfitters/69571164_086_b?$medium$&qlt=80&fit=constrain,84.99,115.00,https://www.urbanoutfitters.com/shop/lesportsac-drawstring-bucket-bag?category=womens-clothing-sale&color=086,Urban Outfitters
Out From Under Drew Shadow Seamless V-Neck Bra Top,https://images.urbndata.com/is/image/UrbanOutfitters/80025869_001_b?$medium$&qlt=80&fit=constrain,14.99,29.00,https://www.urbanoutfitters.com/shop/out-from-under-drew-shadow-seamless-v-neck-bra-top?category=womens-clothing-sale&color=001,Urban Outfitters
HVISK Cayman Crossbody Bag,https://images.urbndata.com/is/image/UrbanOutfitters/69319317_001_b?$medium$&qlt=80&fit=constrain,59.99,85.00,https://www.urbanoutfitters.com/shop/hvisk-cayman-crossbody-bag?category=womens-clothing-sale&color=001,Urban Outfitters
Billy Printed Canvas Bucket Hat,https://images.urbndata.com/is/image/UrbanOutfitters/80438138_237_b?$medium$&qlt=80&fit=constrain,14.99,25.00,https://www.urbanoutfitters.com/shop/billy-printed-canvas-bucket-hat?category=womens-clothing-sale&color=237,Urban Outfitters
UO Devona Corset Top & Midi Skirt Set,https://images.urbndata.com/is/image/UrbanOutfitters/79620381_095_b?$medium$&qlt=80&fit=constrain,64.99,129.00,https://www.urbanoutfitters.com/shop/uo-devona-corset-top-and-midi-skirt-set?category=womens-clothing-sale&color=095,Urban Outfitters
UO Pinned Up Plaid Romper,https://images.urbndata.com/is/image/UrbanOutfitters/80571060_066_b?$medium$&qlt=80&fit=constrain,39.99,79.00,https://www.urbanoutfitters.com/shop/uo-pinned-up-plaid-romper?category=womens-clothing-sale&color=066,Urban Outfitters
APPARIS Tilly 2 Faux Leather Overcoat,https://images.urbndata.com/is/image/UrbanOutfitters/69199958_001_b?$medium$&qlt=80&fit=constrain,249.99,525.00,https://www.urbanoutfitters.com/shop/apparis-tilly-2-faux-leather-overcoat?category=womens-clothing-sale&color=001,Urban Outfitters
UO Sammie Poplin Smocked Top,https://images.urbndata.com/is/image/UrbanOutfitters/80130362_010_b?$medium$&qlt=80&fit=constrain,29.99,59.00,https://www.urbanoutfitters.com/shop/uo-sammie-poplin-smocked-top?category=womens-clothing-sale&color=010,Urban Outfitters
Enamel Oval Hoop Earring,https://images.urbndata.com/is/image/UrbanOutfitters/81161051_060_b?$medium$&qlt=80&fit=constrain,14.99,20.00,https://www.urbanoutfitters.com/shop/enamel-oval-hoop-earring?category=womens-clothing-sale&color=060,Urban Outfitters
Annie Genuine Stone Cord Necklace,https://images.urbndata.com/is/image/UrbanOutfitters/81159832_030_b?$medium$&qlt=80&fit=constrain,9.99,19.00,https://www.urbanoutfitters.com/shop/annie-genuine-stone-cord-necklace?category=womens-clothing-sale&color=030,Urban Outfitters
Out From Under Modern Love Ribcage Corset,https://images.urbndata.com/is/image/UrbanOutfitters/78385135_048_b?$medium$&qlt=80&fit=constrain,34.99,49.00,https://www.urbanoutfitters.com/shop/out-from-under-modern-love-ribcage-corset?category=womens-clothing-sale&color=048,Urban Outfitters
Out From Under Drew Dye-Tech Seamless Top,https://images.urbndata.com/is/image/UrbanOutfitters/80029101_055_b?$medium$&qlt=80&fit=constrain,14.99,18.00 – 25.00,https://www.urbanoutfitters.com/shop/out-from-under-drew-dye-tech-seamless-top?category=womens-clothing-sale&color=055,Urban Outfitters
UO Ryder Live Laugh Love Hoodie Sweatshirt,https://images.urbndata.com/is/image/UrbanOutfitters/80471188_001_b?$medium$&qlt=80&fit=constrain,39.99,75.00,https://www.urbanoutfitters.com/shop/uo-ryder-live-laugh-love-hoodie-sweatshirt?category=womens-clothing-sale&color=001,Urban Outfitters
G Sport Mesh Wide-Leg Pant,https://images.urbndata.com/is/image/UrbanOutfitters/80233802_001_b?$medium$&qlt=80&fit=constrain,79.99,160.00,https://www.urbanoutfitters.com/shop/g-sport-mesh-wide-leg-pant?category=womens-clothing-sale&color=001,Urban Outfitters
Tristan O-Ring Necklace,https://images.urbndata.com/is/image/UrbanOutfitters/81297863_007_b?$medium$&qlt=80&fit=constrain,14.99,25.00,https://www.urbanoutfitters.com/shop/tristan-o-ring-necklace?category=womens-clothing-sale&color=007,Urban Outfitters
Out From Under Sunday Top & Short Set,https://images.urbndata.com/is/image/UrbanOutfitters/80220684_230_b?$medium$&qlt=80&fit=constrain,19.95,69.00,https://www.urbanoutfitters.com/shop/out-from-under-sunday-top-and-short-set?category=womens-clothing-sale&color=230,Urban Outfitters
Delaney Cuff Necklace,https://images.urbndata.com/is/image/UrbanOutfitters/81259608_070_b?$medium$&qlt=80&fit=constrain,14.99,20.00,https://www.urbanoutfitters.com/shop/delaney-cuff-necklace?category=womens-clothing-sale&color=070,Urban Outfitters
KOI Platform Mary Jane Heel,https://images.urbndata.com/is/image/UrbanOutfitters/78973419_046_b?$medium$&qlt=80&fit=constrain,34.99,65.00,https://www.urbanoutfitters.com/shop/koi-footwear-platform-mary-jane-heel?category=womens-clothing-sale&color=046,Urban Outfitters
KOI Chillwind Cavern Boot,https://images.urbndata.com/is/image/UrbanOutfitters/78974995_007_b?$medium$&qlt=80&fit=constrain,64.99,125.00,https://www.urbanoutfitters.com/shop/koi-footwear-chillwind-cavern-boot?category=womens-clothing-sale&color=007,Urban Outfitters
BDG Izzy Illusion Cropped Sweatshirt,https://images.urbndata.com/is/image/UrbanOutfitters/80265796_040_b?$medium$&qlt=80&fit=constrain,39.99,55.00,https://www.urbanoutfitters.com/shop/bdg-izzy-illusion-cropped-sweatshirt?category=womens-clothing-sale&color=040,Urban Outfitters
HVISK Jolly Rouched Pouch Bag,https://images.urbndata.com/is/image/UrbanOutfitters/78721479_030_b?$medium$&qlt=80&fit=constrain,59.99,79.00,https://www.urbanoutfitters.com/shop/hvisk-jolly-rouched-pouch-bag?category=womens-clothing-sale&color=030,Urban Outfitters
