product_url,product_image_urls,product_name,sales_price,retail_price,brand
https://www.nordstromrack.com/s/bp-reagan-rib-crop-sweater/5965677?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=900,https://n.nordstrommedia.com/id/sr3/a4f7338c-4df7-4af0-bb28-cdf87fc0d16b.jpeg?h=365&w=240&dpr=2,Reagan Rib Crop Sweater,10.97,95.00,Nordstrom Rack
https://www.nordstromrack.com/s/adornia-water-resistant-14k-yellow-gold-paperclip-curb-snake-chain-necklace-set/6767053?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=710,https://n.nordstrommedia.com/id/sr3/bc9dc4b8-33c0-4d4d-9f6c-8f4b17260534.jpeg?h=365&w=240&dpr=2,"Water Resistant 14K Yellow Gold Paperclip, Curb, & Snake Chain Necklace Set",19.98,19.00 – $21.00,Nordstrom Rack
https://www.nordstromrack.com/s/mac-mac-eyeshadow/3022810?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=652,https://n.nordstrommedia.com/id/sr3/122d5427-243b-4e17-b91b-568f5d766300.jpeg?h=365&w=240&dpr=2,MAC Eyeshadow,11.97 – 19.00,28.97,Nordstrom Rack
https://www.nordstromrack.com/s/z-by-zella-high-waist-7-8-daily-pocket-leggings/6042943?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=507,https://n.nordstrommedia.com/id/sr3/442a3aae-04b9-414b-871a-1293bec016dc.jpeg?h=365&w=240&dpr=2,High Waist 7/8 Daily Pocket Leggings,23.17 – 28.97,15.00,Nordstrom Rack
https://www.nordstromrack.com/s/patchology-flashpatch-rejuvenating-5-minute-eye-gels/4363892?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=000,https://n.nordstrommedia.com/id/sr3/3941dd6e-409b-4fff-9939-3b50e2f55e8a.jpeg?h=365&w=240&dpr=2,FlashPatch™ Rejuvenating 5-Minute Eye Gels,12.75,59.00,Nordstrom Rack
https://www.nordstromrack.com/s/caslon-scoop-neck-tiered-maxi-dress-plus-size/5775236?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=001,https://n.nordstrommedia.com/id/sr3/35644d90-8e22-4eb1-8b31-2dc309295772.jpeg?h=365&w=240&dpr=2,Scoop Neck Tiered Maxi Dress (Plus Size),24.99 – 39.97,9.97,Nordstrom Rack
https://www.nordstromrack.com/s/nordstrom-rack-everyday-solid-cami/6042644?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=511,https://n.nordstrommedia.com/id/sr3/623c7a48-9fe8-4e68-8696-172dc2f1da73.jpeg?h=365&w=240&dpr=2,Everyday Solid Cami,6.48 – 9.97,69.00,Nordstrom Rack
https://www.nordstromrack.com/s/caslon-plaid-long-sleeve-cotton-shirt/6614520?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=900,https://n.nordstrommedia.com/id/sr3/4a9bfe77-fea5-4ed3-bda8-0e259228e78b.jpeg?h=365&w=240&dpr=2,Plaid Long Sleeve Cotton Shirt,15.97,12.97,Nordstrom Rack
https://www.nordstromrack.com/s/abound-seamless-strappy-longline-bralette/6045550?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=100,https://n.nordstrommedia.com/id/sr3/f9add392-36b5-4dbe-aa6f-046bc6887fdb.jpeg?h=365&w=240&dpr=2,Seamless Strappy Longline Bralette,7.78 – 8.43,69.50,Nordstrom Rack
https://www.nordstromrack.com/s/madewell-ashbury-mock-neck-sweater/5772925?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=200,https://n.nordstrommedia.com/id/sr3/2ed106aa-9189-4c11-a275-4dc57a033956.jpeg?h=365&w=240&dpr=2,Ashbury Mock Neck Sweater,17.00,17.00,Nordstrom Rack
https://www.nordstromrack.com/s/too-faced-damn-girl-24-hour-mascara/5310151?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=001,https://n.nordstrommedia.com/id/sr3/695ea22a-0425-43d1-8a57-9bed98c1924a.jpeg?h=365&w=240&dpr=2,Damn Girl! 24-Hour Mascara,14.45,48.00,Nordstrom Rack
https://www.nordstromrack.com/s/tahari-ribbed-bra-panties-set/7305893?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=300,https://n.nordstrommedia.com/id/sr3/f547323d-3885-46fc-959e-bdc9bb21cce9.jpeg?h=365&w=240&dpr=2,Ribbed Bra & Panties Set,7.99,68.00,Nordstrom Rack
https://www.nordstromrack.com/s/sweaty-betty-after-class-cotton-blend-crop-sweatshirt/6578314?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=662,https://n.nordstrommedia.com/id/sr3/9af22c0b-bacc-4f55-b458-9453472e58e0.jpeg?h=365&w=240&dpr=2,After Class Cotton Blend Crop Sweatshirt,27.98 – 39.97,39.00,Nordstrom Rack
https://www.nordstromrack.com/s/bp-rib-long-sleeve-polo-sweater/6576318?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=270,https://n.nordstrommedia.com/id/sr3/9c450c00-f28d-467f-a524-e3f875e6ec3b.jpeg?h=365&w=240&dpr=2,Rib Long Sleeve Polo Sweater,15.97,33.00,Nordstrom Rack
https://www.nordstromrack.com/s/definicils-defining-lengthening-mascara/2786551?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=001,https://n.nordstrommedia.com/id/sr3/54b327cb-6295-40cb-83f7-3724dc01adcb.jpeg?h=365&w=240&dpr=2,Définicils Defining & Lengthening Mascara,28.05,229.00,Nordstrom Rack
https://www.nordstromrack.com/s/aquasonic-duo-dual-ultrasonic-toothbrushes-with-10-dupont-brush-heads-2-travel-cases/6005857?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=250,https://n.nordstrommedia.com/id/sr3/31b95fd3-3dd5-4207-975d-f26f3002424f.jpeg?h=365&w=240&dpr=2,DUO Dual Ultrasonic Toothbrushes with 10 DuPont Brush Heads & 2 Travel Cases,42.49,139.99,Nordstrom Rack
https://www.nordstromrack.com/s/aquasonic-black-series-ultra-sonic-whitening-toothbrush-with-8-dupont-brush-heads-travel-case/5994015?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=250,https://n.nordstrommedia.com/id/sr3/62a37022-35c2-456b-a9e3-cba5714b61ff.jpeg?h=365&w=240&dpr=2,Black Series Ultra Sonic Whitening ToothBrush with 8 DuPont Brush Heads & Travel Case,33.95,42.00,Nordstrom Rack
https://www.nordstromrack.com/s/lace-underwire-bra/7279941?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=712,https://n.nordstrommedia.com/id/sr3/69d2ed5e-4fc2-4bb9-8d84-deeff80d5300.jpeg?h=365&w=240&dpr=2,Lace Underwire Bra,5.99 – 14.97,88.00,Nordstrom Rack
https://www.nordstromrack.com/s/btrue-quilted-crossbody-bag/7243830?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=517,https://n.nordstrommedia.com/id/sr3/ee5092c9-cfc6-471c-acb1-e9da8676a189.jpeg?h=365&w=240&dpr=2,BTrue Quilted Crossbody Bag,24.99,78.00,Nordstrom Rack
https://www.nordstromrack.com/s/90-degree-by-reflex-interlink-high-waist-cross-active-leggings/7072059?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=212,https://n.nordstrommedia.com/id/sr3/225f0e56-f239-4c39-bcb0-342e254049c1.jpeg?h=365&w=240&dpr=2,Interlink High Waist Cross Active Leggings,17.24,85.00,Nordstrom Rack
https://www.nordstromrack.com/s/james-perse-crewneck-tee/6043152?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=052,https://n.nordstrommedia.com/id/sr3/78b24981-8261-4ee5-893a-d9df8443f79d.jpeg?h=365&w=240&dpr=2,Crewneck Tee,24.99 – 39.99,69.95,Nordstrom Rack
https://www.nordstromrack.com/s/bp-niya-lug-sole-chelsea-boot-women/5924086?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=001,https://n.nordstrommedia.com/id/sr3/0d0c0892-26ed-439b-b4c8-3acb440e4940.jpeg?h=365&w=240&dpr=2,Niya Lug Sole Chelsea Boot (Women),27.97,34.97,Nordstrom Rack
https://www.nordstromrack.com/s/melrose-and-market-ribbed-henley-dress/6963469?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=310,https://n.nordstrommedia.com/id/sr3/130361d8-09ab-40df-9672-2e499d229b8f.jpeg?h=365&w=240&dpr=2,Ribbed Henley Dress,24.99 – 34.97,140.00,Nordstrom Rack
https://www.nordstromrack.com/s/sam-edelman-kia-ankle-strap-sandal-women/5865349?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=203,https://n.nordstrommedia.com/id/sr3/582284b2-807f-464b-a890-e3bf6d1fa4f7.jpeg?h=365&w=240&dpr=2,Kia Ankle Strap Sandal (Women),55.97 – 59.97,90.00,Nordstrom Rack
https://www.nordstromrack.com/s/phenix-cashmere-knit-gloves/6174861?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=020,https://n.nordstrommedia.com/id/sr3/061d699e-1cbb-4346-ad61-b6151e2dc947.jpeg?h=365&w=240&dpr=2,Cashmere Knit Gloves,8.99 – 11.99,128.00,Nordstrom Rack
https://www.nordstromrack.com/s/blanknyc-reversible-quilted-jacket/6758195?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=106,https://n.nordstrommedia.com/id/sr3/10ef0275-ca66-4be5-845d-1d74c73611f9.jpeg?h=365&w=240&dpr=2,Reversible Quilted Jacket,39.97,58.00,Nordstrom Rack
https://www.nordstromrack.com/s/tc-fine-shapewear-cooling-high-waist-shaping-briefs/6950337?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=264,https://n.nordstrommedia.com/id/sr3/f37be4a3-efca-4b68-91f0-f027ddcf1fb7.jpeg?h=365&w=240&dpr=2,Cooling High Waist Shaping Briefs,22.97,128.00,Nordstrom Rack
https://www.nordstromrack.com/s/hobo-sable-leather-clutch/5534355?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=549,https://n.nordstrommedia.com/id/sr3/a40ccb49-f03f-4df0-b148-ab92a887d8ab.jpeg?h=365&w=240&dpr=2,Sable Leather Clutch,43.18,48.00,Nordstrom Rack
https://www.nordstromrack.com/s/baublebar-eternity-band-ring/5925438?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=661,https://n.nordstrommedia.com/id/sr3/b5b28b24-03cd-46da-a8b2-67aabde3ffa1.jpeg?h=365&w=240&dpr=2,Eternity Band Ring,12.63 – 16.08,170.00,Nordstrom Rack
https://www.nordstromrack.com/s/adornia-white-rhodium-plated-swarovski-crystal-accented-7mm-freshwater-pearl-drop-earrings/5985375?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=100,https://n.nordstrommedia.com/id/sr3/3665bde0-fdaf-4dc9-ab20-fcfe91e490cd.jpeg?h=365&w=240&dpr=2,White Rhodium Plated Swarovski Crystal Accented & 7mm Freshwater Pearl Drop Earrings,19.98,80.00,Nordstrom Rack
https://www.nordstromrack.com/s/sam-edelman-rhys-woven-satin-mule-women/7260351?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=400,https://n.nordstrommedia.com/id/sr3/94862f9f-e424-4972-a1dd-ec44c87d12b2.jpeg?h=365&w=240&dpr=2,Rhys Woven Satin Mule (Women),13.99 – 19.99,68.00,Nordstrom Rack
https://www.nordstromrack.com/s/natori-feathers-t-back-bra/5233432?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=656,https://n.nordstrommedia.com/id/sr3/0000575f-153b-4616-898a-375d4fe72f3d.jpeg?h=365&w=240&dpr=2,Feathers T-Back Bra,17.98 – 29.97,25.00,Nordstrom Rack
https://www.nordstromrack.com/s/too-faced-superfine-brow-detailer-pencil/6406146?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=250,https://n.nordstrommedia.com/id/sr3/88a655dd-28a3-4eb6-b638-61450a759156.jpeg?h=365&w=240&dpr=2,Superfine Brow Detailer Pencil,21.25,118.00,Nordstrom Rack
https://www.nordstromrack.com/s/vince-camuto-corla-metallic-leather-crossbody-bag/7112704?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=640,https://n.nordstrommedia.com/id/sr3/409b2cac-c62e-42b3-a886-f4c25c86d0ca.jpeg?h=365&w=240&dpr=2,Corla Metallic Leather Crossbody Bag,40.28,198.00,Nordstrom Rack
https://www.nordstromrack.com/s/rebecca-minkoff-pippa-studded-small-crossbody-bag/6476776?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=903,https://n.nordstrommedia.com/id/sr3/a894aa49-5722-49b7-878a-d11979901e37.jpeg?h=365&w=240&dpr=2,Pippa Studded Small Crossbody Bag,69.98,22.00,Nordstrom Rack
https://www.nordstromrack.com/s/mac-matte-lipstick/7169394?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=610,https://n.nordstrommedia.com/id/sr3/d3bfcbed-46d1-418a-b85d-5be1d63243e0.jpeg?h=365&w=240&dpr=2,Matte Lipstick,18.70,125.00,Nordstrom Rack
https://www.nordstromrack.com/s/adornia-14k-gold-plated-stainless-steel-dome-ring/5986529?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=700,https://n.nordstrommedia.com/id/sr3/155b2723-c958-493c-8a5c-abc803b2e34e.jpeg?h=365&w=240&dpr=2,14K Gold Plated Stainless Steel Dome Ring,19.98,22.00,Nordstrom Rack
https://www.nordstromrack.com/s/prep-prime-lip-primer/2864446?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=000,https://n.nordstrommedia.com/id/sr3/f86c0967-025a-4aa7-bf33-dd2ac9425984.jpeg?h=365&w=240&dpr=2,Prep + Prime Lip Primer,18.70,21.00,Nordstrom Rack
https://www.nordstromrack.com/s/clinique-chubby-stick-moisturizing-lip-color-balm/3148108?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=250,https://n.nordstrommedia.com/id/sr3/c947e538-0f8c-483e-9848-2b39c0d2951f.jpeg?h=365&w=240&dpr=2,Chubby Stick Moisturizing Lip Color Balm,17.85,52.00,Nordstrom Rack
https://www.nordstromrack.com/s/bcbgeneration-wave-after-wave-cheeky-briefs-pack-of-5/7306221?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=650,https://n.nordstrommedia.com/id/sr3/ba64f8b8-27cd-4db8-b34d-65ef6b619c95.jpeg?h=365&w=240&dpr=2,Wave After Wave Cheeky Briefs - Pack of 5,8.98,50.00,Nordstrom Rack
https://www.nordstromrack.com/s/circus-by-sam-edelman-hollin-quilted-puffer-slipper-women/6568100?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=002,https://n.nordstrommedia.com/id/sr3/ea8c7f79-48ca-4379-956a-97acb4833638.jpeg?h=365&w=240&dpr=2,Circus by Sam Edelman Hollin Quilted Puffer Slipper (Women),9.99,23.00,Nordstrom Rack
https://www.nordstromrack.com/s/clinique-quickliner-for-eyes-intense-eyeliner/6766777?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=200,https://n.nordstrommedia.com/id/sr3/a786900f-6091-4815-9540-4ba9b2852a74.jpeg?h=365&w=240&dpr=2,Quickliner for Eyes Intense Eyeliner,19.55,15.00,Nordstrom Rack
https://www.nordstromrack.com/s/kiehls-since-1851-ultra-facial-cleanser/2971578?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=000,https://n.nordstrommedia.com/id/sr3/deb623de-2aa8-4381-b4ca-b517d6dd6c32.jpeg?h=365&w=240&dpr=2,Ultra Facial Cleanser,12.75,15.97,Nordstrom Rack
https://www.nordstromrack.com/s/nordstrom-rack-gift-box-sterling-silver-plated-round-halo-cz-stud-earrings/6136070?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=040,https://n.nordstrommedia.com/id/sr3/23782be3-e043-45b6-948e-2988e70b15ff.jpeg?h=365&w=240&dpr=2,Gift Box Sterling Silver Plated Round Halo CZ Stud Earrings,8.78,42.00,Nordstrom Rack
https://www.nordstromrack.com/s/lacy-peek-a-boo-demi-bra/7279921?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=500,https://n.nordstrommedia.com/id/sr3/ec42ff9a-e184-408b-8beb-257b862caafa.jpeg?h=365&w=240&dpr=2,Lacy Peek-a-Boo Demi Bra,6.74,33.00,Nordstrom Rack
https://www.nordstromrack.com/s/calvin-klein-ribbed-thong-pack-of-3/6169626?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=030,https://n.nordstrommedia.com/id/sr3/207f43b8-46aa-4e83-8e51-be261e94a995.jpeg?h=365&w=240&dpr=2,Ribbed Thong - Pack of 3,7.19 – 19.99,98.00,Nordstrom Rack
https://www.nordstromrack.com/s/aimee-kestenberg-zip-around-wristlet/6500731?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=443,https://n.nordstrommedia.com/id/sr3/a738f234-6cd6-4f1f-ac05-d3675e8fa023.jpeg?h=365&w=240&dpr=2,Zip Around Wristlet,12.49 – 29.23,89.00,Nordstrom Rack
https://www.nordstromrack.com/s/jessica-simpson-sanaa-slide-sandal-women/7055515?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=720,https://n.nordstrommedia.com/id/sr3/5a1c4179-2262-4b06-a418-adc8d28bdd27.jpeg?h=365&w=240&dpr=2,Sanaa Slide Sandal (Women),33.97 – 39.97,99.00,Nordstrom Rack
https://www.nordstromrack.com/s/ted-baker-london-jensina-quilted-leather-wallet/6169625?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=030,https://n.nordstrommedia.com/id/sr3/551fa80c-5b76-4e4b-9061-78d83c62c3c2.jpeg?h=365&w=240&dpr=2,Jensina Quilted Leather Wallet,41.24 – 54.99,16.97,Nordstrom Rack
https://www.nordstromrack.com/s/kikit-v-neck-tie-front-tank-joggers/7343524?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=650,https://n.nordstrommedia.com/id/sr3/a6d68c9d-6a7c-4644-8d59-c0c9586d99ff.jpeg?h=365&w=240&dpr=2,V-Neck Tie Front Tank & Joggers,7.64,64.00,Nordstrom Rack
https://www.nordstromrack.com/s/barefoot-dreams-luxechic-diamond-quilt-slipper-women/6836143?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=684,https://n.nordstrommedia.com/id/sr3/f02e4ed1-d9c0-4a29-8391-7e6e7c130b58.jpeg?h=365&w=240&dpr=2,LuxeChic Diamond Quilt Slipper (Women),39.97,50.00,Nordstrom Rack
https://www.nordstromrack.com/s/dkny-sheers-strapless-underwire-bra/4868308?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=603,https://n.nordstrommedia.com/id/sr3/62926ea2-9f90-4065-9daa-c6e63c36ff1d.jpeg?h=365&w=240&dpr=2,Sheers Strapless Underwire Bra,12.98 – 19.97,7.9,Nordstrom Rack
https://www.nordstromrack.com/s/fendi-58mm-cat-eye-sunglasses/6598693?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=040,https://n.nordstrommedia.com/id/sr3/d167e809-5dd8-4454-ab06-14f1bf2e15d0.jpeg?h=365&w=240&dpr=2,58mm Cat Eye Sunglasses,71.48,435.00,Nordstrom Rack
https://www.nordstromrack.com/s/kikit-teddy-tank-top-shorts-pajama-set/6871255?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=110,https://n.nordstrommedia.com/id/sr3/e63889a3-6ad4-4441-8aca-176001d63d93.jpeg?h=365&w=240&dpr=2,Teddy Tank Top & Shorts Pajama Set,8.99 – 19.97,19.97,Nordstrom Rack
https://www.nordstromrack.com/s/eye-brows-styler-brow-pencil/4956879?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=200,https://n.nordstrommedia.com/id/sr3/80130923-a4a1-4561-ba4c-430a8bb4397e.jpeg?h=365&w=240&dpr=2,Eye Brows Styler Brow Pencil,17.85,21.00,Nordstrom Rack
https://www.nordstromrack.com/s/6490355?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=710,https://n.nordstrommedia.com/id/sr3/acd54213-09a0-46f0-8991-8d113febaf2e.jpeg?h=365&w=240&dpr=2,SF Fine 14K Gold Mixed Diamond and Solid Cuff Earrings,299.97,610.00,Nordstrom Rack
https://www.nordstromrack.com/s/fitflop-gracie-flip-flop-women/5858499?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=001,https://n.nordstrommedia.com/id/sr3/260dfda6-cece-4bec-845a-6e0aaf51d94b.jpeg?h=365&w=240&dpr=2,Gracie Flip Flop (Women),58.97,90.00,Nordstrom Rack
https://www.nordstromrack.com/s/drybar-super-lemon-drop-daily-detangler/4532811?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=000,https://n.nordstrommedia.com/id/sr3/35645487-d33d-4232-a3f9-e6c1bb60256e.jpeg?h=365&w=240&dpr=2,Super Lemon Drop Daily Detangler,17.00,20.00,Nordstrom Rack
https://www.nordstromrack.com/s/madewell-love-earring-pack/6578374?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=710,https://n.nordstrommedia.com/id/sr3/f7e61db9-9d27-45b2-a2e0-22580a578db8.jpeg?h=365&w=240&dpr=2,Love Earring Pack,9.73,14.97,Nordstrom Rack
https://www.nordstromrack.com/s/6836732?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=002,https://n.nordstrommedia.com/id/sr3/2ec48524-6530-4eb9-a677-4a86c533c14d.jpeg?h=365&w=240&dpr=2,Emmie Heeled Sandal,69.97,129.95,Nordstrom Rack
https://www.nordstromrack.com/s/dilite-2-slim-heel-pump-women/7167339?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=002,https://n.nordstrommedia.com/id/sr3/e53f833c-581f-41a0-ac19-8cbbb9097bac.jpeg?h=365&w=240&dpr=2,Dilite 2 Slim Heel Pump (Women),29.23 – 33.73,79.00,Nordstrom Rack
https://www.nordstromrack.com/s/philosophy-travel-size-snow-angel-shampoo-shower-gel-bubble-bath-limited-edition/6489290?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=000,https://n.nordstrommedia.com/id/sr3/bae5a03e-386a-4cf1-86c6-8cfe9e1d551b.jpeg?h=365&w=240&dpr=2,"travel size snow angel shampoo, shower gel & bubble bath (Limited Edition)",3.13,8.97,Nordstrom Rack
https://www.nordstromrack.com/s/abound-spa-butter-hairband-socks-set/6175059?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=610,https://n.nordstrommedia.com/id/sr3/4d42e8cf-601c-4be4-9592-f262b40efc30.jpeg?h=365&w=240&dpr=2,Spa Butter Hairband & Socks Set,5.48 – 9.97,9.97,Nordstrom Rack
https://www.nordstromrack.com/s/aimee-kestenberg-ashley-leather-pouch/6157760?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=425,https://n.nordstrommedia.com/id/sr3/1e481d5a-5927-44cc-a7af-5417647a651b.jpeg?h=365&w=240&dpr=2,Ashley Leather Pouch,5.99 – 14.97,48.00,Nordstrom Rack
https://www.nordstromrack.com/s/mia-adyson-flat-women/7111709?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=001,https://n.nordstrommedia.com/id/sr3/321f72bd-150c-4318-8d99-316a8f1fb626.jpeg?h=365&w=240&dpr=2,Adyson Flat (Women),24.99 – 39.97,59.99,Nordstrom Rack
https://www.nordstromrack.com/s/matte-lipstick/7169395?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=082,https://n.nordstrommedia.com/id/sr3/4cc1167a-9b1b-4828-b3e8-bf9eb8183333.jpeg?h=365&w=240&dpr=2,Matte Lipstick,18.70,22.00,Nordstrom Rack
https://www.nordstromrack.com/s/abound-morgan-lace-longline-bralette/6714201?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=450,https://n.nordstrommedia.com/id/sr3/f4df7c7c-0d52-4e2f-bd3f-932040da6a63.jpeg?h=365&w=240&dpr=2,Morgan Lace Longline Bralette,10.98 – 19.97,19.97,Nordstrom Rack
https://www.nordstromrack.com/s/hue-side-slit-faux-leather-7-8-leggings/7065009?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=930,https://n.nordstrommedia.com/id/sr3/4b452781-ef8e-4ab5-be70-c98de12e8856.jpeg?h=365&w=240&dpr=2,Side Slit Faux Leather 7/8 Leggings,11.99,55.00,Nordstrom Rack
https://www.nordstromrack.com/s/set-of-3-smooth-band-stone-ring/6683728?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=710,https://n.nordstrommedia.com/id/sr3/36f0ae5b-c715-47a1-a098-368107cbb5ff.jpeg?h=365&w=240&dpr=2,Set of 3 Smooth Band & Stone Ring,8.78,15.97,Nordstrom Rack
https://www.nordstromrack.com/s/90-degree-by-reflex-carbon-interlink-half-zip-jacket/7179767?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=001,https://n.nordstrommedia.com/id/sr3/150d1d49-4c13-47d6-a7fa-005172c49533.jpeg?h=365&w=240&dpr=2,Carbon Interlink Half Zip Jacket,19.99,72.00,Nordstrom Rack
https://www.nordstromrack.com/s/hamilton-bifold-quilted-wallet/6160086?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=001,https://n.nordstrommedia.com/id/sr3/074b170e-3e76-489c-acba-6d4a14baeb0c.jpeg?h=365&w=240&dpr=2,Hamilton Bifold Quilted Wallet,13.18 – 14.39,21.97 – 78.00,Nordstrom Rack
https://www.nordstromrack.com/s/bcbgeneration-on-the-wild-side-underwire-bra-pack-of-2/7308974?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=651,https://n.nordstrommedia.com/id/sr3/f82f710d-61c6-46b2-a600-e33ee2d036d7.jpeg?h=365&w=240&dpr=2,On the Wild Side Underwire Bra - Pack of 2,10.98,58.00,Nordstrom Rack
https://www.nordstromrack.com/s/logo-tote-bag/7065716?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=001,https://n.nordstrommedia.com/id/sr3/85b33aa4-9b9f-401d-9910-2ed47da3aaae.jpeg?h=365&w=240&dpr=2,Logo Tote Bag,99.99,295.00,Nordstrom Rack
https://www.nordstromrack.com/s/mac-mac-le-disko-dazzleshadow-eyeshadow/4093281?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=710,https://n.nordstrommedia.com/id/sr3/da088517-3261-4fa7-81fb-94f0f94c3526.jpeg?h=365&w=240&dpr=2,MAC Le Disko Dazzleshadow Eyeshadow,12.97 – 20.40,21.00 – 24.00,Nordstrom Rack
https://www.nordstromrack.com/s/kiehls-since-1851-ultimate-strength-hand-salve/5050445?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=000,https://n.nordstrommedia.com/id/sr3/06c87da9-ab7c-447b-85ba-53aee8664f63.jpeg?h=365&w=240&dpr=2,Ultimate Strength Hand Salve,18.70,22.00,Nordstrom Rack
https://www.nordstromrack.com/s/bobbi-brown-crushed-lipstick/4731752?origin=category-personalizedsort&breadcrumb=Home%2FClearance%2FWomen&color=600,https://n.nordstrommedia.com/id/sr3/61a87b2a-6b3a-4035-a788-5b2d5161af31.jpeg?h=365&w=240&dpr=2,Crushed Lipstick,27.20 – 32.00,32.00,Nordstrom Rack
