web-scraper-order,https://www.urbanoutfitters.com/womens-clothing-sale,product_name,current_price,deleted_price,images-src
1675895656-45,https://www.urbanoutfitters.com/womens-clothing-sale?page=2,Out From Under Sweet Dreams Seamed Short,19.99,35,https://images.urbndata.com/is/image/UrbanOutfitters/79939369_012_b?$medium$&qlt=80&fit=constrain
1675895656-46,https://www.urbanoutfitters.com/womens-clothing-sale?page=2,Denim Charm Choker Necklace,14.99,25,https://images.urbndata.com/is/image/UrbanOutfitters/80399850_041_b?$medium$&qlt=80&fit=constrain
1675895656-47,https://www.urbanoutfitters.com/womens-clothing-sale?page=2,Chainmail Pouch,9.95,29,https://images.urbndata.com/is/image/UrbanOutfitters/79980421_007_b?$medium$&qlt=80&fit=constrain
1675895656-48,https://www.urbanoutfitters.com/womens-clothing-sale?page=2,SILFEN Thora Swirl Shoulder Bag,74.99,120,https://images.urbndata.com/is/image/UrbanOutfitters/76078583_024_b?$medium$&qlt=80&fit=constrain
1675895656-49,https://www.urbanoutfitters.com/womens-clothing-sale?page=2,BDG Drew Layered Mock Neck Top,19.95,65,https://images.urbndata.com/is/image/UrbanOutfitters/79019279_050_b?$medium$&qlt=80&fit=constrain
1675895656-50,https://www.urbanoutfitters.com/womens-clothing-sale?page=2,Out From Under Zippy Wide Leg Pull-On Pant,34.99,65,https://images.urbndata.com/is/image/UrbanOutfitters/79407714_004_b?$medium$&qlt=80&fit=constrain
1675895656-51,https://www.urbanoutfitters.com/womens-clothing-sale?page=2,Out From Under Sweet Dreams Sleep Shirt,39.99,59,https://images.urbndata.com/is/image/UrbanOutfitters/79899761_001_b?$medium$&qlt=80&fit=constrain
1675895656-52,https://www.urbanoutfitters.com/womens-clothing-sale?page=2,Cooperative Shania Glitter Cowboy Boot,74.99,145,https://images.urbndata.com/is/image/UrbanOutfitters/80469596_070_b?$medium$&qlt=80&fit=constrain
1675895656-53,https://www.urbanoutfitters.com/womens-clothing-sale?page=2,Parade Silky Mesh Hotflix Gems Thong,9.99,18,https://images.urbndata.com/is/image/UrbanOutfitters/81259244_009_b?$medium$&qlt=80&fit=constrain
1675895656-54,https://www.urbanoutfitters.com/womens-clothing-sale?page=2,BDG Dale Distressed Acid Wash Cargo Pant,44.99,109,https://images.urbndata.com/is/image/UrbanOutfitters/78961257_029_b?$medium$&qlt=80&fit=constrain
1675895656-55,https://www.urbanoutfitters.com/womens-clothing-sale?page=2,Out From Under Butterfly Kisses Lace G-String,4.99,10,https://images.urbndata.com/is/image/UrbanOutfitters/78873379_001_b?$medium$&qlt=80&fit=constrain
1675895656-56,https://www.urbanoutfitters.com/womens-clothing-sale?page=2,Out From Under Harper Split Hem Pant,19.95 – 27.99,49,https://images.urbndata.com/is/image/UrbanOutfitters/78336757_001_b?$medium$&qlt=80&fit=constrain
1675895656-57,https://www.urbanoutfitters.com/womens-clothing-sale?page=2,UO Kristy Disco Metallic Mini Dress,9.95,59,https://images.urbndata.com/is/image/UrbanOutfitters/78766227_027_b?$medium$&qlt=80&fit=constrain
1675895656-58,https://www.urbanoutfitters.com/womens-clothing-sale?page=2,UO Mila Sequin Strappy-Back Mini Dress,19.95,69,https://images.urbndata.com/is/image/UrbanOutfitters/79218723_001_b?$medium$&qlt=80&fit=constrain
1675895656-59,https://www.urbanoutfitters.com/womens-clothing-sale?page=2,The Ragged Priest Rebellion Shoulder Bag,34.99,70,https://images.urbndata.com/is/image/UrbanOutfitters/79104113_000_b?$medium$&qlt=80&fit=constrain
1675895656-60,https://www.urbanoutfitters.com/womens-clothing-sale?page=2,SILFEN Ulla Metallic Shoulder Bag,59.99,120,https://images.urbndata.com/is/image/UrbanOutfitters/76078591_040_b?$medium$&qlt=80&fit=constrain
1675895656-61,https://www.urbanoutfitters.com/womens-clothing-sale?page=2,Bardot Everlasting Velour Corset Midi Dress,69.99,149,https://images.urbndata.com/is/image/UrbanOutfitters/78632676_040_b?$medium$&qlt=80&fit=constrain
